file,text
bicchiere-da-acqua-romantic.png,"an ornate clear tumbler with retro design and embossed details"
bicchiere-da-acqua-romantic.png,"a vintage transparent drinking glass featuring embossed medallions"
bicchiere-da-acqua-romantic.png,"a romantic-style glass cup with detailed decorative texture"
bicchiere-da-acqua-romantic-candy-blue.png,"a vintage light blue glass with embossed floral patterns"
bicchiere-da-acqua-romantic-candy-blue.png,"a romantic tumbler in candy blue with textured retro design"
bicchiere-da-acqua-romantic-candy-blue.png,"an ornate pastel blue drinking glass with raised decorations"
bicchiere-da-acqua-romantic-candy-blue.png,"a transparent embossed water glass in soft blue shade"
bicchiere-da-acqua-romantic-candy-blue.png,"a romantic-style glass cup in candy blue with intricate detailing"
bicchiere-da-acqua-romantic-candy-green.png,"a vintage light green glass with embossed floral patterns"
bicchiere-da-acqua-romantic-candy-green.png,"a romantic tumbler in candy green with textured retro design"
bicchiere-da-acqua-romantic-candy-green.png,"an ornate pastel green drinking glass with raised decorations"
bicchiere-da-acqua-romantic-candy-green.png,"a transparent embossed water glass in soft green shade"
bicchiere-da-acqua-romantic-candy-green.png,"a romantic-style glass cup in candy green with intricate detailing"
bicchiere-da-acqua-romantic-candy-rose.png,"a vintage rose pink glass with embossed floral patterns"
bicchiere-da-acqua-romantic-candy-rose.png,"a romantic tumbler in candy rose color with retro texture"
bicchiere-da-acqua-romantic-candy-rose.png,"an ornate light pink drinking glass with raised decorative design"
bicchiere-da-acqua-romantic-candy-rose.png,"a delicate pink embossed water glass with floral details"
bicchiere-da-acqua-romantic-candy-rose.png,"a retro-style candy rose tumbler with intricate glass patterns"
bicchiere-da-acqua-sestriere.png,"a classic clear water glass with a slightly tapered shape"
bicchiere-da-acqua-sestriere.png,"a simple transparent tumbler with straight sides and thick base"
bicchiere-da-acqua-sestriere.png,"a minimalist drinking glass with a conical silhouette"
bicchiere-da-acqua-sestriere.png,"a clear cylindrical water glass with smooth design"
bicchiere-da-acqua-sestriere.png,"a traditional glass tumbler with a clean, modern look"
bicchiere-da-acqua-silk.png,"a clear tumbler with a wavy textured surface and smooth rim"
bicchiere-da-acqua-silk.png,"a transparent glass with elegant vertical wave patterns"
bicchiere-da-acqua-silk.png,"a designer water glass featuring a flowing silk-like texture"
bicchiere-da-acqua-silk.png,"a stylish clear drinking glass with undulating sides"
bicchiere-da-acqua-silk.png,"a modern textured glass tumbler with a soft rippling effect"
bicchiere-da-acqua-slot-blue.png,"a blue glass tumbler with a vertical oval textured pattern"
bicchiere-da-acqua-slot-blue.png,"a translucent light blue water glass with embossed slot details"
bicchiere-da-acqua-slot-blue.png,"a textured drinking glass in blue with a raised elliptical design"
bicchiere-da-acqua-slot-blue.png,"a stylish blue tumbler featuring an embossed pattern of vertical ovals"
bicchiere-da-acqua-slot-blue.png,"a designer glass with a slot-patterned surface and cool blue tint"
bicchiere-da-acqua-slot-clear.png,"a clear glass tumbler with vertical oval embossed pattern"
bicchiere-da-acqua-slot-clear.png,"a transparent water glass featuring a textured slot design"
bicchiere-da-acqua-slot-clear.png,"a classic clear drinking glass with raised oval details"
bicchiere-da-acqua-slot-clear.png,"a textured clear tumbler with vertical elliptical embossing"
bicchiere-da-acqua-slot-clear.png,"a modern clear glass with an elegant slot-style surface pattern"
bicchiere-da-acqua-slot-rose.png,"a rose-colored tumbler with vertical oval embossing"
bicchiere-da-acqua-slot-rose.png,"a translucent pink water glass featuring a slot texture"
bicchiere-da-acqua-slot-rose.png,"a stylish rose glass with raised oval pattern for grip"
bicchiere-da-acqua-slot-rose.png,"a pastel pink tumbler with a textured slot-style surface"
bicchiere-da-acqua-slot-rose.png,"a rose-tinted drinking glass with vertical oval grooves"
bicchiere-da-bibita-iris.png,"a clear tall tumbler with smooth sides and a slightly curved base"
bicchiere-da-bibita-iris.png,"a minimalist transparent drink glass with clean lines"
bicchiere-da-bibita-iris.png,"a simple cylindrical beverage glass with a rounded bottom edge"
bicchiere-da-bibita-iris.png,"a sleek and modern tumbler made of clear glass"
bicchiere-da-bibita-iris.png,"a tall transparent glass with gentle curvature at the base"
bicchiere-da-bibita-kaleido.png,"a tall clear tumbler with a diamond-patterned texture"
bicchiere-da-bibita-kaleido.png,"a transparent drink glass featuring a criss-cross cut design"
bicchiere-da-bibita-kaleido.png,"a modern beverage glass with elegant diamond facets"
bicchiere-da-bibita-kaleido.png,"a stylish clear tumbler with geometric engraved patterns"
bicchiere-da-bibita-kaleido.png,"a tall glass with a textured diamond surface, transparent and reflective"
bicchiere-da-bibita-mat.png,"a tall clear tumbler with a textured square pattern"
bicchiere-da-bibita-mat.png,"a transparent drinking glass featuring a grid-like embossed design"
bicchiere-da-bibita-mat.png,"a modern beverage glass with a tactile, squared surface"
bicchiere-da-bibita-mat.png,"a tall clear glass with a raised checkered pattern"
bicchiere-da-bibita-mat.png,"a clear tumbler with a grid texture, ideal for soft drinks"
bicchiere-da-bibita-nadia.png,"a tall clear glass tumbler with smooth sides and a solid base"
bicchiere-da-bibita-nadia.png,"a transparent drinking glass with a thick bottom and cylindrical shape"
bicchiere-da-bibita-nadia.png,"a simple, elegant beverage glass with clean lines and clear glass"
bicchiere-da-bibita-nadia.png,"a tall water or soft drink glass with a rounded base and straight sides"
bicchiere-da-bibita-nadia.png,"a minimalist clear tumbler ideal for juice or soda"
bicchiere-da-vino-aura.png,"a small clear wine glass with a slightly flared top and curved sides"
bicchiere-da-vino-aura.png,"a transparent short glass tumbler for wine with a gentle hourglass shape"
bicchiere-da-vino-aura.png,"a clear glass for red or white wine with elegant and simple design"
bicchiere-da-vino-aura.png,"a compact wine glass with flared rim and thick base"
bicchiere-da-vino-aura.png,"a modern stemless wine glass with smooth curves and transparent body"
bicchiere-juice-rock-bar.png,"a small clear juice glass with a thick base and vertical ridges"
bicchiere-juice-rock-bar.png,"a faceted transparent glass tumbler for juice or water"
bicchiere-juice-rock-bar.png,"a classic clear glass with a scalloped texture and short form"
bicchiere-juice-rock-bar.png,"a vintage-style clear juice glass with ribbed design and solid base"
bicchiere-juice-rock-bar.png,"a short clear tumbler with a traditional fluted pattern"
bicchiere-long-drink-rock-bar.png,"a tall clear glass with vertical ridges and a thick base"
bicchiere-long-drink-rock-bar.png,"a long drink tumbler made of transparent faceted glass"
bicchiere-long-drink-rock-bar.png,"a classic highball glass with fluted sides and heavy bottom"
bicchiere-long-drink-rock-bar.png,"a vintage-style tall glass with scalloped texture for cocktails"
bicchiere-long-drink-rock-bar.png,"a transparent long drink glass with ribbed design and sturdy base"
bicchiere-rocks-oxford-bar.png,"a short clear glass with vertical etched lines and a solid base"
bicchiere-rocks-oxford-bar.png,"a low tumbler with fluted vertical grooves and thick glass"
bicchiere-rocks-oxford-bar.png,"a transparent rocks glass with vertical pattern and round rim"
bicchiere-rocks-oxford-bar.png,"a classic whisky glass with vertical ribs and heavy base"
bicchiere-rocks-oxford-bar.png,"a small clear glass with lined texture for cocktails or spirits"
bicchiere-rocks-rock-bar.png,"a classic short tumbler with thick base and fluted sides"
bicchiere-rocks-rock-bar.png,"a small transparent glass with vertical ridges and smooth rim"
bicchiere-rocks-rock-bar.png,"a sturdy rocks glass with wide mouth and embossed panel design"
bicchiere-rocks-rock-bar.png,"a traditional clear glass with grooved surface and solid bottom"
bicchiere-rocks-rock-bar.png,"a faceted lowball glass for spirits, featuring thick vertical cuts"
bicchiere-rocks-rock-bar-lounge-blue.png,"a short blue-tinted tumbler with thick base and faceted design"
bicchiere-rocks-rock-bar-lounge-blue.png,"a colored lowball glass with embossed sides and a wide opening"
bicchiere-rocks-rock-bar-lounge-blue.png,"a fluted rocks glass in light blue, with heavy bottom and clear rim"
bicchiere-rocks-rock-bar-lounge-blue.png,"a transparent blue drinking glass with vertical grooves and round base"
bicchiere-rocks-rock-bar-lounge-blue.png,"a durable lounge-style tumbler with ocean-blue hue and textured surface"
bicchiere-rocks-rock-bar-lounge-green.png,"a short green tumbler glass with fluted design and thick bottom"
bicchiere-rocks-rock-bar-lounge-green.png,"a lounge-style rocks glass with pale green tint and ribbed sides"
bicchiere-rocks-rock-bar-lounge-green.png,"a translucent green lowball glass with vertical ridges and smooth rim"
bicchiere-rocks-rock-bar-lounge-green.png,"a textured tumbler in soft green color, ideal for cocktails"
bicchiere-rocks-rock-bar-lounge-green.png,"a retro-style short glass with green hue and faceted silhouette"
bicchiere-rocks-rock-bar-lounge-rose.png,"a short rose pink tumbler glass with fluted design and thick base"
bicchiere-rocks-rock-bar-lounge-rose.png,"a lounge-style rocks glass with translucent rose tint and vertical ridges"
bicchiere-rocks-rock-bar-lounge-rose.png,"a textured pink lowball glass with soft hue and classic bar shape"
bicchiere-rocks-rock-bar-lounge-rose.png,"a retro-inspired tumbler in light pink, featuring a faceted surface"
bicchiere-rocks-rock-bar-lounge-rose.png,"a colored glass for cocktails, rose colored with robust design"
bicchiere-slim-rock-bar.png,"a tall slim glass tumbler with fluted design and thick base"
bicchiere-slim-rock-bar.png,"a clear drinking glass with vertical ridges and bar-style aesthetics"
bicchiere-slim-rock-bar.png,"a transparent long drink glass with structured shape and smooth rim"
bicchiere-slim-rock-bar.png,"a narrow highball glass with scalloped pattern and clean lines"
bicchiere-slim-rock-bar.png,"a vertical ribbed bar glass, tall and elegant, ideal for soft drinks"
bicchiere-supercooler-rock-bar.png,"a tall beverage glass with fluted sides and a sturdy base"
bicchiere-supercooler-rock-bar.png,"a high transparent glass with vertical ridges, classic bar style"
bicchiere-supercooler-rock-bar.png,"a long drink glass with scalloped pattern and smooth top edge"
bicchiere-supercooler-rock-bar.png,"a slim tall glass tumbler with reinforced bottom and clear design"
bicchiere-supercooler-rock-bar.png,"a bar-style cooler glass with elegant ridges and minimalist shape"
birra-0-2-bartender.png,"a tall narrow beer glass with a decorative stem and round base"
birra-0-2-bartender.png,"a fluted pilsner glass with elegant stemmed foot"
birra-0-2-bartender.png,"a slim transparent beer goblet with a small ornamental stem"
birra-0-2-bartender.png,"a vintage beer glass with conical bowl and detailed short stem"
birra-0-2-bartender.png,"a clear glass for serving beer, featuring a flared body and rounded foot"
birra-0-3-bartender.png,"a tall clear pilsner glass with a decorative short stem and round foot"
birra-0-3-bartender.png,"a vintage beer glass with a narrow flared bowl and ornate base"
birra-0-3-bartender.png,"a sleek glass for pilsner with a long tapered body and elegant stem"
birra-0-3-bartender.png,"a transparent beer glass with elongated conical shape and sculpted stem"
birra-0-3-bartender.png,"a stemmed glass with fluted bowl for serving pilsner beer"
birra-0-4-bartender.png,"a tall beer glass with a flared lip and ornate stem on a round base"
birra-0-4-bartender.png,"a vintage-style pilsner glass with a narrow bowl and decorative foot"
birra-0-4-bartender.png,"a long elegant beer glass with a conical shape and sculpted stem"
birra-0-4-bartender.png,"a clear stemmed glass for beer with a high tapering profile"
birra-0-4-bartender.png,"a transparent glass for beer with fluted body and decorative stem"
birra-42-cl-ale.png,"a tall hurricane glass with a bulbous base and flared top on a stemmed foot"
birra-42-cl-ale.png,"a curvy beer glass with a wide bottom, narrow waist, and open rim"
birra-42-cl-ale.png,"a tropical cocktail or ale glass with a distinctive hourglass shape"
birra-42-cl-ale.png,"a clear stemmed ale glass with rounded bowl and flared opening"
birra-42-cl-ale.png,"a large beer glass with elegant curves and a stable footed base"
birra-50-cl-ale.png,"a clear, curvy beer glass with a tall stem and flared bowl, standing on a white background"
birra-50-cl-ale.png,"an elegant 50 cl ale glass with a tulip shape, designed to enhance aromas, isolated on white"
birra-50-cl-ale.png,"a slender beer glass with a wide bowl and narrow base, classic design for aromatic beers"
birra-50-cl-ale.png,"transparent glassware with a curved silhouette and footed stem, typically used for Belgian ales"
birra-50-cl-ale.png,"a stylish tall beer glass with smooth curves and a circular base, photographed against a plain white backdrop"
burgunder-aurum.png,"a refined burgundy wine glass with a wide bowl and tall slender stem, isolated on white background"
burgunder-aurum.png,"elegant clear glass for red wine tasting, featuring a tulip-shaped bowl and thin stem"
burgunder-aurum.png,"a transparent wine glass with a bulbous bowl tapering to a narrow rim, standing on a flat base"
burgunder-aurum.png,"crystal-clear burgundy wine glass with graceful curves and minimalist design, on white"
burgunder-aurum.png,"sophisticated wine glass with long stem and round bowl, designed for full-bodied red wines"
cocktail-bartender.png,"a sleek cocktail coupe glass with a wide shallow bowl and elegant long stem, isolated on white background"
cocktail-bartender.png,"classic clear cocktail glass with rounded bowl and delicate stem for vintage drinks"
cocktail-bartender.png,"transparent coupe-style cocktail glass with minimalist design, standing on a flat circular base"
cocktail-bartender.png,"elegant stemmed glass perfect for serving cocktails like daiquiris or sidecars, on white"
cocktail-bartender.png,"sophisticated coupe glass for mixology, featuring a curved bowl and thin stem"
cocktail-bloom.png,"an ornate cocktail glass with a sculpted bowl and intricate vertical texture, isolated on white"
cocktail-bloom.png,"elegant cocktail glass with a wide flared rim and a decorative patterned stem, perfect for mixology"
cocktail-bloom.png,"vintage-style cocktail glass featuring a bulbous base and textured surface design"
cocktail-bloom.png,"unique cocktail glass with a blooming silhouette and rippled glass pattern, standing on a flat base"
cocktail-bloom.png,"clear artistic glass for creative cocktails, featuring a fluted bowl and slender stem"
cocktail-coupe-america-20s.png,"vintage coupe glass with vertical grooves and a sculpted stem, inspired by 1920s American style"
cocktail-coupe-america-20s.png,"art deco cocktail coupe featuring elegant ribbed texture and ornate stem design"
cocktail-coupe-america-20s.png,"retro-inspired coupe glass with fluted bowl and decorative stem, isolated on white"
cocktail-coupe-america-20s.png,"classic cocktail coupe with fan-like pattern and a detailed pedestal base"
cocktail-coupe-america-20s.png,"stylish 1920s cocktail glass with vertical fluting and intricate glass craftsmanship"
cocktail-glass-america-20s.png,"elegant cocktail glass with vertical ribbed texture and ornate vintage-style stem"
cocktail-glass-america-20s.png,"tall goblet-shaped cocktail glass featuring fluted lines and an intricate pedestal"
cocktail-glass-america-20s.png,"1920s inspired cocktail glass with narrow vertical grooves and decorative detailing"
cocktail-glass-america-20s.png,"art deco wine glass with flared bowl and vintage faceted stem design"
cocktail-glass-america-20s.png,"retro cocktail goblet with vertical striping and sculpted foot, isolated on white"
cognac-america-20s.png,"vintage-style cognac glass with wide bowl and vertical ribbed texture on short ornate stem"
cognac-america-20s.png,"1920s inspired brandy snifter featuring a fluted design and decorative base"
cognac-america-20s.png,"elegant balloon-shaped cognac glass with antique detailing and vertical grooves"
cognac-america-20s.png,"retro-style snifter with ribbed pattern, round bowl, and sculpted foot"
cognac-america-20s.png,"art deco cognac glass with vertically lined surface and baroque-style stem"
cooler-america-20s.png,"tall cocktail glass with vertical ridges and faceted diamond-patterned base"
cooler-america-20s.png,"vintage highball glass with art deco vertical lines and textured crystal bottom"
cooler-america-20s.png,"1920s style cooler glass featuring fluted body and geometric base design"
cooler-america-20s.png,"retro long drink glass with ribbed surface and ornate cut-glass bottom"
cooler-america-20s.png,"elegant tall tumbler with vertical grooves and faceted lower half"
cooler-barshine.png,"a tall crystal-clear cooler glass with straight vertical ridges and a thick base"
cooler-barshine.png,"an elegant highball glass with fluted design and a polished transparent finish"
cooler-barshine.png,"a bar-style cooler glass with ribbed sides and sturdy cylindrical shape"
cooler-barshine.png,"a modern cooler tumbler with clean lines and symmetrical vertical grooves"
cooler-barshine.png,"a transparent long drink glass with fluted texture, standing on white background"
cooler-cassiopea.png,"a tall cooler glass with a geometric faceted design and clear transparent surface"
cooler-cassiopea.png,"a modern polygonal drinking glass with sharp angular cuts and vertical elegance"
cooler-cassiopea.png,"a crystal-clear long drink glass with a prismatic diamond pattern and sculpted base"
cooler-cassiopea.png,"a faceted highball glass with sleek symmetry and crisp contemporary lines"
cooler-cassiopea.png,"a cooler tumbler with a sharp angular structure, made from clear transparent glass"
cooler-cortina.png,"a tall minimalist cooler glass with smooth cylindrical shape and thick base"
cooler-cortina.png,"a sleek highball glass with crystal-clear walls and a clean vertical profile"
cooler-cortina.png,"a modern tumbler for long drinks, featuring a straight silhouette and transparent glass"
cooler-cortina.png,"a clear cylindrical cooler glass with a flat bottom and simple, elegant design"
cooler-cortina.png,"a tall straight-sided glass with no texture, made from pure transparent glass"
cooler-diamond-blue.png,"a faceted blue cooler glass with a prismatic diamond texture and tall shape"
cooler-diamond-blue.png,"a geometric long drink glass in light blue with angular facets and glossy finish"
cooler-diamond-blue.png,"a textured tumbler with blue tinted glass and a complex faceted surface"
cooler-diamond-blue.png,"a modern cooler glass featuring crystal-like diamond pattern and vivid blue tone"
cooler-diamond-blue.png,"a translucent blue glass with polygonal surface design and cylindrical structure"
cooler-diamond-clear.png,"a tall clear cooler glass with a diamond-faceted texture and glossy surface"
cooler-diamond-clear.png,"a modern tumbler in transparent glass featuring a geometric crystal pattern"
cooler-diamond-clear.png,"a faceted long drink glass with angular cuts and a reflective clear finish"
cooler-diamond-clear.png,"a clear cooler glass with polygonal design and textured diamond surface"
cooler-diamond-clear.png,"a highball glass in transparent glass with a prismatic and sculpted pattern"
cooler-diamond-purple.png,"a tall purple cooler glass with a faceted diamond-cut surface and glossy finish"
cooler-diamond-purple.png,"a modern violet tumbler featuring a geometric crystal texture"
cooler-diamond-purple.png,"a highball glass with prismatic facets and deep purple hue"
cooler-diamond-purple.png,"a textured cooler glass with angular design and vibrant purple tint"
cooler-diamond-purple.png,"a sculpted purple long drink glass with reflective diamond-like pattern"
cooler-lilac-rose-america-20s.png,"a tall lilac-rose cooler glass with vertical grooves and a diamond-cut base"
cooler-lilac-rose-america-20s.png,"a vintage-style pink tumbler with ribbed walls and faceted bottom"
cooler-lilac-rose-america-20s.png,"a retro-inspired rose-colored cooler glass with fluted surface and textured base"
cooler-lilac-rose-america-20s.png,"an elegant 20s-style cooler glass in soft lilac rose with art deco patterns"
cooler-lilac-rose-america-20s.png,"a pastel pink cooler glass featuring vertical ridges and a geometric crystal base"
cooler-luna.png,"a clear cooler glass with smooth cylindrical shape and thick base featuring a small bubble detail"
cooler-luna.png,"a minimalist transparent tumbler with clean lines and a rounded solid bottom"
cooler-luna.png,"a sleek modern cooler glass with a subtle curvature and decorative air bubble in the base"
cooler-luna.png,"a contemporary tall drinking glass made of clear glass with a smooth surface and thick base"
cooler-luna.png,"a streamlined cooler glass with a bubble trapped in the base, perfect for cocktails or water"
cooler-sapphire-blue-america-20s.png,"a tall sapphire blue cooler glass with vertical grooves and faceted base"
cooler-sapphire-blue-america-20s.png,"an elegant ribbed tumbler in deep blue with a diamond-textured bottom"
cooler-sapphire-blue-america-20s.png,"a vintage-inspired highball glass in transparent sapphire hue and fluted design"
cooler-sapphire-blue-america-20s.png,"a luxurious cooler glass with a fluted pattern and faceted crystal base in sapphire blue"
cooler-sapphire-blue-america-20s.png,"a stylish tall blue glass with vertical lines and embossed lower section for added grip"
cordial-america-20s.png,"a vintage cordial glass with vertical grooves and an ornate stem"
cordial-america-20s.png,"a small elegant stemmed glass with fluted bowl and decorative base"
cordial-america-20s.png,"a classic liqueur glass with vertical ridges and a sculpted stem"
cordial-america-20s.png,"a retro-style cordial glass with ribbed pattern and flared foot"
cordial-america-20s.png,"a slender clear glass for spirits with fluted texture and intricate detailing"
dessert-alaska.png,"a vintage-style glass dessert bowl with vertical ridges and a short footed base"
dessert-alaska.png,"a fluted glass cup for ice cream or sorbet, with a rounded bowl and pedestal"
dessert-alaska.png,"an elegant clear dessert dish with vertical grooves and a wide base"
dessert-alaska.png,"a classic ice cream glass with ribbed texture and short stem"
dessert-alaska.png,"a transparent footed dessert cup with flared ridged sides and circular base"
dessert-junior-acapulco.png,"a small dessert glass with wavy rim and textured swirl pattern on a short stem"
dessert-junior-acapulco.png,"a footed ice cream cup with an asymmetrical curved edge and flowing lines"
dessert-junior-acapulco.png,"a modern glass dessert bowl featuring a wave-shaped lip and sculpted bowl"
dessert-junior-acapulco.png,"a stylish clear sundae glass with a dynamic wavy design and pedestal base"
dessert-junior-acapulco.png,"a creative dessert cup with organic contours, ideal for serving gelato or fruit"
d-o-f-america-20s.png,"a short tumbler glass with vertical fluting and a diamond-cut base"
d-o-f-america-20s.png,"a vintage-inspired lowball glass with ribbed upper section and faceted bottom"
d-o-f-america-20s.png,"an elegant glass with art deco design, featuring a textured base and smooth rim"
d-o-f-america-20s.png,"a cocktail glass with fluted body and intricate geometric base detail"
d-o-f-america-20s.png,"a retro-style old fashioned glass with classic vertical grooves and cut-glass base"
d-o-f-barshine.png,"a small tumbler glass with vertical fluting and a rounded shape"
d-o-f-barshine.png,"a compact glass with ribbed design and curved base, ideal for spirits"
d-o-f-barshine.png,"a fluted lowball glass with symmetrical ridges and smooth rim"
d-o-f-barshine.png,"a short, vertically grooved glass with ergonomic silhouette"
d-o-f-barshine.png,"a minimalist d.o.f. glass with classic vertical patterns and subtle elegance"
d-o-f-florian.png,"a refined tumbler glass with vertical fluting and a rounded base"
d-o-f-florian.png,"a short crystal glass featuring soft curves and vertical ridges"
d-o-f-florian.png,"a small fluted glass with a thick faceted foot and elegant lines"
d-o-f-florian.png,"a contemporary low tumbler with ribbed sides and circular foot"
d-o-f-florian.png,"a modern short glass with vertical grooves and raised base detail"
d-o-f-graphics.png,"a crystal tumbler with a rising vertical cut pattern and clear body"
d-o-f-graphics.png,"a refined short glass with a flared base and decorative linear etching"
d-o-f-graphics.png,"a sleek lowball glass featuring a textured bottom and smooth upper section"
d-o-f-graphics.png,"a clear glass tumbler with gradient vertical grooves from base to midsection"
d-o-f-graphics.png,"a modern rocks glass with elegant upward-cut facets and transparent finish"
este-acqua-bartender.png,"a clear glass tumbler with a textured grid pattern and round dimples"
este-acqua-bartender.png,"a square-cut lowball glass with circular indentations on each panel"
este-acqua-bartender.png,"a crystal water glass with a decorative dotted grid around the base"
este-acqua-bartender.png,"a patterned rocks glass featuring a grid of raised dots and clear upper section"
este-acqua-bartender.png,"a short tumbler with a geometric relief texture and a polished finish"
este-cooler-bartender.png,"a tall clear cooler glass with a geometric grid pattern and round dimples"
este-cooler-bartender.png,"a highball glass featuring a grid of raised dots and a smooth rim"
este-cooler-bartender.png,"a textured tumbler with a square-checkered design and circular indentations"
este-cooler-bartender.png,"a crystal drink glass with a sculpted dot-and-line pattern on the lower half"
este-cooler-bartender.png,"a clear soda glass with an embossed rectangular grid and dimpled texture"
este-d-o-f-bartender.png,"a low clear glass with a grid pattern and rounded dimples on the lower half"
este-d-o-f-bartender.png,"a short tumbler with a square-checkered texture and circular indentations"
este-d-o-f-bartender.png,"a crystal double old fashioned glass with a sculpted grid and dimple design"
este-d-o-f-bartender.png,"a sturdy glass cup featuring a pattern of raised dots inside a rectangular lattice"
este-d-o-f-bartender.png,"a textured whiskey glass with a grid layout and bubble-like impressions"
este-long-drink-bartender.png,"a tall clear glass with a checkered grid and rounded dimples throughout the surface"
este-long-drink-bartender.png,"a long drink tumbler featuring a vertical grid design with bubble-like indentations"
este-long-drink-bartender.png,"a transparent glass cup with square panels and soft circular impressions"
este-long-drink-bartender.png,"a patterned highball glass with a textured grid and dome-shaped dots"
este-long-drink-bartender.png,"a sleek cocktail glass with a geometric grid structure and embedded spheres"
fizz-america-20s.png,"a vintage coupe glass with vertical ridges and a decorated stem"
fizz-america-20s.png,"a retro cocktail glass featuring a flared bowl and fluted texture"
fizz-america-20s.png,"a clear glass with a ribbed round bowl and ornate stem"
fizz-america-20s.png,"an elegant stemmed glass with a shallow ribbed cup"
fizz-america-20s.png,"a classic 1920s fizz glass with vertical grooves and a vintage base"
flute-aurum.png,"a tall, elegant champagne flute with a narrow bowl and thin stem"
flute-aurum.png,"a sleek sparkling wine glass with a tapered silhouette and clear base"
flute-aurum.png,"a refined flute glass designed for effervescent drinks and celebrations"
flute-aurum.png,"a transparent champagne flute with minimalist shape and graceful stem"
flute-aurum.png,"a slim glass with a vertical profile ideal for serving prosecco or cava"
fizz-bloom.png,"a ripple-textured fizz glass with a flared bowl and slender stem"
fizz-bloom.png,"a wavy pattern coupe glass with a wide mouth and elegant foot"
fizz-bloom.png,"a clear cocktail glass with delicate swirl texture and long stem"
fizz-bloom.png,"a fluted fizz glass featuring a curved bowl and vintage elegance"
fizz-bloom.png,"a textured clear glass with a soft wave design and refined profile"
gin-cocktail-bartender.png,"a large balloon-style gin glass with a broad bowl and long stem"
gin-cocktail-bartender.png,"a classic goblet-shaped cocktail glass ideal for serving gin and tonic"
gin-cocktail-bartender.png,"a crystal-clear glass with wide rounded bowl and slim stem"
gin-cocktail-bartender.png,"a tall stemmed glass with generous capacity for craft gin drinks"
gin-cocktail-bartender.png,"a minimalist transparent gin glass with elegant proportions"
gin-fizz-bodeguita-del-medio.png,"a small tapered glass with smooth curved wall, ideal for gin fizz cocktails"
gin-fizz-bodeguita-del-medio.png,"a clear cylindrical tumbler with a gentle spiral design around the body"
gin-fizz-bodeguita-del-medio.png,"a minimalist cocktail glass with a soft flared shape and transparent texture"
gin-fizz-bodeguita-del-medio.png,"a vintage-style short glass with a rounded lip and sleek silhouette"
gin-fizz-bodeguita-del-medio.png,"a modern gin fizz glass with a smooth, clean design and light-reflecting curvature"
gin-fizz-exclusiva.png,"a tall narrow glass with vertical ridges and a clean cylindrical form"
gin-fizz-exclusiva.png,"a transparent cocktail glass with fluted surface and elegant proportions"
gin-fizz-exclusiva.png,"a straight-sided glass with a ribbed pattern, ideal for gin-based drinks"
gin-fizz-exclusiva.png,"a modern tumbler with deep vertical grooves and minimal design"
gin-fizz-exclusiva.png,"a refined cocktail glass with linear texture and smooth rim"
gin-tonic-america-20s.png,"a balloon-shaped goblet with vertical fluting and a decorative stem"
gin-tonic-america-20s.png,"a vintage-style gin glass with a wide bowl and faceted stem detail"
gin-tonic-america-20s.png,"a large clear glass with vertical grooves and ornate base, ideal for cocktails"
gin-tonic-america-20s.png,"a stemmed goblet with ribbed surface and elegant 1920s design"
gin-tonic-america-20s.png,"a curved glass with vertical texture and a rounded base, suited for gin tonic"
gin-fizz-bodeguita-del-medio.png,"a small tapered glass with smooth curved wall, ideal for gin fizz cocktails"
gin-fizz-bodeguita-del-medio.png,"a clear cylindrical tumbler with a gentle spiral design around the body"
gin-fizz-bodeguita-del-medio.png,"a minimalist cocktail glass with a soft flared shape and transparent texture"
gin-fizz-bodeguita-del-medio.png,"a vintage-style short glass with a rounded lip and sleek silhouette"
gin-fizz-bodeguita-del-medio.png,"a modern gin fizz glass with a smooth, clean design and light-reflecting curvature"
hi-ball-barglass.png,"a tall, cylindrical hi-ball glass with a thick base and smooth surface"
hi-ball-barglass.png,"a clear straight-sided cocktail glass with a solid bottom"
hi-ball-barglass.png,"a minimalist highball tumbler with clean lines and no ornament"
hi-ball-barglass.png,"a bar-style glass with heavy base, ideal for mixed drinks"
hi-ball-barglass.png,"a simple transparent hi-ball with round thick base detail"
juice-barglass.png,"a short, cylindrical juice glass with a thick, clear base"
juice-barglass.png,"a compact tumbler with a smooth surface and heavy bottom"
juice-barglass.png,"a simple bar glass perfect for juice or spirits"
juice-barglass.png,"a transparent lowball glass with clean straight walls"
juice-barglass.png,"a small round drinking glass with minimalist design"
juice-barshine.png,"a small tumbler glass with vertical ribbed texture"
juice-barshine.png,"a fluted juice glass with rounded base and thick walls"
juice-barshine.png,"a compact transparent glass with elegant grooves"
juice-barshine.png,"a clear ribbed juice glass with a double-bulge shape"
juice-barshine.png,"a textured low drinking glass ideal for fruit juice"
julep-bartender.png,"a classic julep glass with rope-like ridges at top and bottom"
julep-bartender.png,"a vintage metal-style cocktail glass with embossed rings"
julep-bartender.png,"a tapered cylindrical glass with twisted border detail"
julep-bartender.png,"a transparent julep tumbler with decorative rope motifs"
julep-bartender.png,"a mint julep glass with thick base and ornate bands"
l-eau-fiore.png,"a rounded transparent water glass on white background"
l-eau-fiore.png,"a simple and elegant tumbler with curved silhouette on white background"
l-eau-fiore.png,"a clear glass cup with smooth contours and thick base on white background"
l-eau-fiore.png,"a minimalistic modern water glass with oval profile on white background"
l-eau-fiore.png,"a plain drinking glass with slightly bulging shape on white background"
